Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Unpaid Taxes,2301,"123 Example St, City, State 2301",2033-06-11,4,31.51,0.0,43.9,2022,1546,0.0,0.0,-8,False,True,1
Lien,2302,"123 Example St, City, State 2302",2030-10-12,1,63.17,0.0,42.67,2029,8975,0.0,0.0,-5,True,True,1
Short Sale,2303,"123 Example St, City, State 2303",2015-03-12,4,43.41,0.0,55.25,2011,3189,0.0,0.0,10,False,True,1
Foreclosure,2304,"123 Example St, City, State 2304",2028-11-28,4,19.95,0.0,45.24,2019,6891,0.0,0.0,-3,True,True,1
Bankruptcy,2305,"123 Example St, City, State 2305",2028-03-25,0,17.27,0.0,28.81,2015,4687,0.0,0.0,-3,False,True,1
Lien,2306,"123 Example St, City, State 2306",2029-01-12,1,41.89,0.0,36.78,2021,6339,0.0,0.0,-4,True,True,1
Lien,2307,"123 Example St, City, State 2307",2017-12-01,5,15.14,0.0,71.46,2018,2964,0.0,0.0,8,False,True,1
Property Damage,2308,"123 Example St, City, State 2308",2023-01-01,4,11.71,0.0,27.26,2024,4354,0.0,0.0,2,False,True,1
Foreclosure,2309,"123 Example St, City, State 2309",2020-08-08,5,51.89,0.0,26.56,2020,9723,0.0,0.0,5,True,True,1
HOA Violations,2310,"123 Example St, City, State 2310",2031-09-05,0,80.31,0.0,71.76,2028,7662,0.0,0.0,-6,True,True,1
Bankruptcy,2311,"123 Example St, City, State 2311",2034-01-19,3,7.47,0.0,41.46,2013,3860,0.0,0.0,-9,False,True,1
Title Issues,2312,"123 Example St, City, State 2312",2020-07-11,2,7.82,0.0,23.54,2020,1794,0.0,0.0,5,False,True,1
Lien,2313,"123 Example St, City, State 2313",2018-08-29,0,23.02,0.0,26.38,2029,6043,0.0,0.0,7,True,True,1
Short Sale,2314,"123 Example St, City, State 2314",2027-10-09,5,56.63,0.0,43.06,2016,2896,0.0,0.0,-2,False,True,1
HOA Violations,2315,"123 Example St, City, State 2315",2027-05-29,3,16.18,0.0,72.6,2011,5966,0.0,0.0,-2,True,True,1
HOA Violations,2316,"123 Example St, City, State 2316",2017-01-26,5,67.53,0.0,46.32,2011,4288,0.0,0.0,8,False,True,1
Short Sale,2317,"123 Example St, City, State 2317",2030-02-02,5,75.0,0.0,78.2,2027,7652,0.0,0.0,-5,True,True,1
Bankruptcy,2318,"123 Example St, City, State 2318",2032-11-22,1,87.49,0.0,49.85,2022,6263,0.0,0.0,-7,True,True,1
Foreclosure,2319,"123 Example St, City, State 2319",2015-07-03,0,82.68,0.0,57.64,2016,4323,0.0,0.0,10,False,True,1
Foreclosure,2320,"123 Example St, City, State 2320",2032-05-15,2,84.54,0.0,26.34,2016,5248,0.0,0.0,-7,True,True,1
Probate,2321,"123 Example St, City, State 2321",2022-05-21,2,14.92,0.0,36.41,2014,5702,0.0,0.0,3,True,True,1
Loan Modification,2322,"123 Example St, City, State 2322",2015-04-24,4,81.02,0.0,65.17,2010,7342,0.0,0.0,10,True,True,1
HOA Violations,2323,"123 Example St, City, State 2323",2032-08-14,5,57.01,0.0,56.3,2013,6549,0.0,0.0,-7,True,True,1
HOA Violations,2324,"123 Example St, City, State 2324",2026-11-15,5,91.1,0.0,41.08,2022,9718,0.0,0.0,-1,True,True,1
Loan Modification,2325,"123 Example St, City, State 2325",2026-12-29,5,10.86,0.0,49.08,2026,7725,0.0,0.0,-1,True,True,1
HOA Violations,2326,"123 Example St, City, State 2326",2032-03-26,0,39.26,0.0,25.41,2028,5827,0.0,0.0,-7,True,True,1
Lien,2327,"123 Example St, City, State 2327",2034-07-29,3,8.23,0.0,70.74,2025,6401,0.0,0.0,-9,True,True,1
Unpaid Taxes,2328,"123 Example St, City, State 2328",2016-04-05,4,64.68,0.0,62.39,2025,5882,0.0,0.0,9,True,True,1
Lien,2329,"123 Example St, City, State 2329",2021-08-30,3,82.86,0.0,50.92,2020,2505,0.0,0.0,4,False,True,1
Property Damage,2330,"123 Example St, City, State 2330",2019-02-24,0,86.91,0.0,70.4,2029,8311,0.0,0.0,6,True,True,1
HOA Violations,2331,"123 Example St, City, State 2331",2024-08-19,4,84.54,0.0,29.75,2024,5959,0.0,0.0,1,True,True,1
Property Damage,2332,"123 Example St, City, State 2332",2022-05-31,4,8.72,0.0,49.13,2019,2110,0.0,0.0,3,False,True,1
Foreclosure,2333,"123 Example St, City, State 2333",2028-01-30,5,76.69,0.0,33.66,2018,5953,0.0,0.0,-3,True,True,1
Foreclosure,2334,"123 Example St, City, State 2334",2017-05-29,5,41.08,0.0,61.69,2010,6229,0.0,0.0,8,True,True,1
Lien,2335,"123 Example St, City, State 2335",2021-11-28,5,83.66,0.0,61.53,2029,3198,0.0,0.0,4,False,True,1
HOA Violations,2336,"123 Example St, City, State 2336",2016-01-24,3,51.67,0.0,58.82,2029,1933,0.0,0.0,9,False,True,1
Lien,2337,"123 Example St, City, State 2337",2019-02-26,3,32.52,0.0,47.15,2019,7128,0.0,0.0,6,True,True,1
Short Sale,2338,"123 Example St, City, State 2338",2017-08-07,5,33.97,0.0,34.9,2030,4647,0.0,0.0,8,False,True,1
Short Sale,2339,"123 Example St, City, State 2339",2016-07-07,5,41.73,0.0,59.12,2020,9025,0.0,0.0,9,True,True,1
Bankruptcy,2340,"123 Example St, City, State 2340",2026-10-24,4,46.36,0.0,65.93,2029,9383,0.0,0.0,-1,True,True,1
Lien,2341,"123 Example St, City, State 2341",2025-04-18,5,84.33,0.0,56.2,2022,2005,0.0,0.0,0,False,True,1
Foreclosure,2342,"123 Example St, City, State 2342",2019-06-25,2,50.73,0.0,69.82,2012,2606,0.0,0.0,6,False,True,1
Probate,2343,"123 Example St, City, State 2343",2031-09-14,3,43.72,0.0,25.32,2021,4697,0.0,0.0,-6,False,True,1
Loan Modification,2344,"123 Example St, City, State 2344",2024-05-14,1,31.18,0.0,71.59,2017,8681,0.0,0.0,1,True,True,1
Lien,2345,"123 Example St, City, State 2345",2034-06-01,1,79.55,0.0,42.81,2017,7851,0.0,0.0,-9,True,True,1
Title Issues,2346,"123 Example St, City, State 2346",2018-07-22,4,88.9,0.0,54.14,2010,6469,0.0,0.0,7,True,True,1
Lien,2347,"123 Example St, City, State 2347",2020-06-07,5,63.89,0.0,37.75,2021,5802,0.0,0.0,5,True,True,1
Lien,2348,"123 Example St, City, State 2348",2016-04-02,3,80.27,0.0,28.76,2028,9594,0.0,0.0,9,True,True,1
Bankruptcy,2349,"123 Example St, City, State 2349",2027-10-09,5,74.85,0.0,53.19,2015,3853,0.0,0.0,-2,False,True,1
Loan Modification,2350,"123 Example St, City, State 2350",2015-02-24,2,51.91,0.0,75.87,2023,4929,0.0,0.0,10,False,True,0
Title Issues,2351,"123 Example St, City, State 2351",2018-01-05,4,58.98,0.0,20.3,2022,3220,0.0,0.0,7,False,True,1
HOA Violations,2352,"123 Example St, City, State 2352",2027-03-27,4,49.61,0.0,34.76,2012,3007,0.0,0.0,-2,False,True,1
Probate,2353,"123 Example St, City, State 2353",2031-10-30,4,71.68,0.0,50.94,2022,3348,0.0,0.0,-6,False,True,1
Probate,2354,"123 Example St, City, State 2354",2022-03-05,1,92.11,0.0,42.24,2016,6818,0.0,0.0,3,True,True,1
Lien,2355,"123 Example St, City, State 2355",2026-09-09,2,65.77,0.0,35.84,2018,6634,0.0,0.0,-1,True,True,1
Title Issues,2356,"123 Example St, City, State 2356",2031-10-03,3,66.05,0.0,63.39,2027,9315,0.0,0.0,-6,True,True,1
Short Sale,2357,"123 Example St, City, State 2357",2033-03-16,1,72.68,0.0,39.63,2017,6345,0.0,0.0,-8,True,True,1
Short Sale,2358,"123 Example St, City, State 2358",2023-04-14,0,6.08,0.0,53.07,2012,6677,0.0,0.0,2,True,True,1
HOA Violations,2359,"123 Example St, City, State 2359",2015-12-26,0,84.81,0.0,70.33,2012,5287,0.0,0.0,10,True,True,1
Title Issues,2360,"123 Example St, City, State 2360",2019-12-10,3,11.6,0.0,71.11,2016,8484,0.0,0.0,6,True,True,1
Title Issues,2361,"123 Example St, City, State 2361",2028-12-10,3,41.11,0.0,36.2,2018,9115,0.0,0.0,-3,True,True,1
HOA Violations,2362,"123 Example St, City, State 2362",2018-03-25,1,81.38,0.0,35.22,2022,4571,0.0,0.0,7,False,True,0
Bankruptcy,2363,"123 Example St, City, State 2363",2031-03-17,1,23.7,0.0,51.73,2019,2386,0.0,0.0,-6,False,True,1
Loan Modification,2364,"123 Example St, City, State 2364",2020-02-21,4,90.98,0.0,43.09,2021,5890,0.0,0.0,5,True,True,1
Probate,2365,"123 Example St, City, State 2365",2034-11-12,1,53.16,0.0,53.66,2027,9724,0.0,0.0,-9,True,True,1
Lien,2366,"123 Example St, City, State 2366",2024-05-28,5,89.63,0.0,60.66,2027,8742,0.0,0.0,1,True,True,1
Short Sale,2367,"123 Example St, City, State 2367",2033-10-01,2,93.59,0.0,48.74,2017,8470,0.0,0.0,-8,True,True,1
Lien,2368,"123 Example St, City, State 2368",2018-01-20,5,27.74,0.0,57.58,2030,3869,0.0,0.0,7,False,True,1
Property Damage,2369,"123 Example St, City, State 2369",2024-07-24,3,52.27,0.0,76.43,2024,6834,0.0,0.0,1,True,True,1
Probate,2370,"123 Example St, City, State 2370",2018-11-10,0,42.73,0.0,76.48,2026,5602,0.0,0.0,7,True,True,1
Probate,2371,"123 Example St, City, State 2371",2017-05-31,5,58.56,0.0,72.32,2029,5823,0.0,0.0,8,True,True,1
Property Damage,2372,"123 Example St, City, State 2372",2027-05-07,3,26.16,0.0,45.2,2018,4183,0.0,0.0,-2,False,True,1
Bankruptcy,2373,"123 Example St, City, State 2373",2019-08-31,3,59.29,0.0,36.4,2028,9651,0.0,0.0,6,True,True,1
Lien,2374,"123 Example St, City, State 2374",2023-06-10,2,41.41,0.0,53.18,2022,8198,0.0,0.0,2,True,True,1
Unpaid Taxes,2375,"123 Example St, City, State 2375",2022-09-28,3,36.5,0.0,55.08,2013,8845,0.0,0.0,3,True,True,1
Loan Modification,2376,"123 Example St, City, State 2376",2022-02-28,5,86.01,0.0,70.41,2013,8048,0.0,0.0,3,True,True,1
Probate,2377,"123 Example St, City, State 2377",2016-12-09,3,47.48,0.0,36.22,2014,5146,0.0,0.0,9,True,True,1
Loan Modification,2378,"123 Example St, City, State 2378",2027-06-12,0,82.45,0.0,76.17,2020,8235,0.0,0.0,-2,True,True,1
Lien,2379,"123 Example St, City, State 2379",2024-09-22,0,88.33,0.0,77.66,2028,9017,0.0,0.0,1,True,True,1
Lien,2380,"123 Example St, City, State 2380",2018-07-24,4,73.77,0.0,40.87,2029,6153,0.0,0.0,7,True,True,1
Title Issues,2381,"123 Example St, City, State 2381",2017-05-15,4,38.92,0.0,34.02,2021,4110,0.0,0.0,8,False,True,1
Loan Modification,2382,"123 Example St, City, State 2382",2015-02-14,4,17.72,0.0,46.52,2030,1839,0.0,0.0,10,False,True,1
Bankruptcy,2383,"123 Example St, City, State 2383",2028-10-29,5,92.16,0.0,45.85,2018,6956,0.0,0.0,-3,True,True,1
Title Issues,2384,"123 Example St, City, State 2384",2019-09-21,5,24.51,0.0,31.26,2027,1813,0.0,0.0,6,False,True,1
Short Sale,2385,"123 Example St, City, State 2385",2030-06-21,0,5.95,0.0,32.15,2025,8647,0.0,0.0,-5,True,True,1
Loan Modification,2386,"123 Example St, City, State 2386",2031-02-12,2,77.37,0.0,38.24,2023,1539,0.0,0.0,-6,False,True,0
HOA Violations,2387,"123 Example St, City, State 2387",2021-05-14,4,65.45,0.0,22.85,2019,5576,0.0,0.0,4,True,True,1
Loan Modification,2388,"123 Example St, City, State 2388",2030-07-30,4,84.84,0.0,30.93,2029,2384,0.0,0.0,-5,False,True,1
Bankruptcy,2389,"123 Example St, City, State 2389",2031-08-08,2,51.89,0.0,35.58,2015,4899,0.0,0.0,-6,False,True,1
HOA Violations,2390,"123 Example St, City, State 2390",2029-11-30,4,35.7,0.0,66.66,2030,6997,0.0,0.0,-4,True,True,1
Short Sale,2391,"123 Example St, City, State 2391",2026-12-09,3,59.25,0.0,51.63,2022,8929,0.0,0.0,-1,True,True,1
Unpaid Taxes,2392,"123 Example St, City, State 2392",2029-11-14,2,91.64,0.0,69.17,2013,7814,0.0,0.0,-4,True,True,1
Short Sale,2393,"123 Example St, City, State 2393",2020-07-24,3,86.45,0.0,39.05,2012,9716,0.0,0.0,5,True,True,1
Unpaid Taxes,2394,"123 Example St, City, State 2394",2027-09-27,2,80.74,0.0,53.65,2016,5795,0.0,0.0,-2,True,True,1
Loan Modification,2395,"123 Example St, City, State 2395",2032-12-22,4,63.19,0.0,43.8,2025,3037,0.0,0.0,-7,False,True,1
Property Damage,2396,"123 Example St, City, State 2396",2033-06-20,5,89.39,0.0,52.89,2023,6136,0.0,0.0,-8,True,True,1
Loan Modification,2397,"123 Example St, City, State 2397",2030-06-15,0,81.81,0.0,59.75,2021,6287,0.0,0.0,-5,True,True,1
Foreclosure,2398,"123 Example St, City, State 2398",2022-10-25,3,83.18,0.0,33.5,2016,9218,0.0,0.0,3,True,True,1
Bankruptcy,2399,"123 Example St, City, State 2399",2032-04-26,1,81.74,0.0,25.04,2018,1878,0.0,0.0,-7,False,True,1
Loan Modification,2400,"123 Example St, City, State 2400",2028-04-10,4,51.9,0.0,30.86,2021,8641,0.0,0.0,-3,True,True,1
Bankruptcy,2401,"123 Example St, City, State 2401",2031-03-03,4,17.07,0.0,62.91,2012,7377,0.0,0.0,-6,True,True,1
Probate,2402,"123 Example St, City, State 2402",2030-04-26,5,40.02,0.0,75.54,2028,7025,0.0,0.0,-5,True,True,1
Probate,2403,"123 Example St, City, State 2403",2027-11-07,0,28.61,0.0,78.97,2027,5565,0.0,0.0,-2,True,True,1
Probate,2404,"123 Example St, City, State 2404",2020-07-14,2,46.34,0.0,60.72,2019,8143,0.0,0.0,5,True,True,1
Bankruptcy,2405,"123 Example St, City, State 2405",2024-01-02,4,46.73,0.0,24.81,2014,5779,0.0,0.0,1,True,True,1
HOA Violations,2406,"123 Example St, City, State 2406",2031-09-20,5,74.67,0.0,79.39,2023,7724,0.0,0.0,-6,True,True,1
Bankruptcy,2407,"123 Example St, City, State 2407",2021-06-10,2,76.29,0.0,44.05,2020,7804,0.0,0.0,4,True,True,1
Title Issues,2408,"123 Example St, City, State 2408",2019-05-24,3,60.12,0.0,50.39,2024,6723,0.0,0.0,6,True,True,1
Loan Modification,2409,"123 Example St, City, State 2409",2017-02-07,2,55.16,0.0,41.92,2012,5798,0.0,0.0,8,True,True,1
HOA Violations,2410,"123 Example St, City, State 2410",2032-03-10,3,66.0,0.0,54.05,2012,9621,0.0,0.0,-7,True,True,1
Foreclosure,2411,"123 Example St, City, State 2411",2015-07-18,3,90.79,0.0,75.28,2018,9537,0.0,0.0,10,True,True,1
Title Issues,2412,"123 Example St, City, State 2412",2024-01-08,2,79.33,0.0,70.47,2027,1174,0.0,0.0,1,False,True,0
HOA Violations,2413,"123 Example St, City, State 2413",2023-06-19,2,41.14,0.0,61.0,2012,2082,0.0,0.0,2,False,True,1
Title Issues,2414,"123 Example St, City, State 2414",2032-03-09,4,27.72,0.0,29.51,2028,3403,0.0,0.0,-7,False,True,1
Short Sale,2415,"123 Example St, City, State 2415",2031-09-18,3,64.26,0.0,44.68,2024,6194,0.0,0.0,-6,True,True,1
Loan Modification,2416,"123 Example St, City, State 2416",2021-12-22,4,67.11,0.0,76.65,2013,5691,0.0,0.0,4,True,True,1
Loan Modification,2417,"123 Example St, City, State 2417",2018-10-09,3,58.57,0.0,67.51,2024,7888,0.0,0.0,7,True,True,1
Lien,2418,"123 Example St, City, State 2418",2019-04-26,1,44.71,0.0,76.25,2017,8219,0.0,0.0,6,True,True,1
Foreclosure,2419,"123 Example St, City, State 2419",2029-05-11,4,11.71,0.0,76.78,2011,2483,0.0,0.0,-4,False,True,1
Short Sale,2420,"123 Example St, City, State 2420",2016-09-25,0,57.29,0.0,23.18,2025,2441,0.0,0.0,9,False,True,0
Probate,2421,"123 Example St, City, State 2421",2028-01-09,0,46.92,0.0,35.4,2024,3289,0.0,0.0,-3,False,True,0
Foreclosure,2422,"123 Example St, City, State 2422",2021-12-04,2,9.76,0.0,70.39,2016,5704,0.0,0.0,4,True,True,1
HOA Violations,2423,"123 Example St, City, State 2423",2034-09-07,4,57.77,0.0,27.39,2015,7254,0.0,0.0,-9,True,True,1
Unpaid Taxes,2424,"123 Example St, City, State 2424",2019-02-04,4,67.26,0.0,20.09,2010,6288,0.0,0.0,6,True,True,1
Title Issues,2425,"123 Example St, City, State 2425",2029-09-29,3,91.27,0.0,39.67,2015,2877,0.0,0.0,-4,False,True,1
Loan Modification,2426,"123 Example St, City, State 2426",2027-03-14,0,29.29,0.0,21.35,2017,5416,0.0,0.0,-2,True,True,1
Unpaid Taxes,2427,"123 Example St, City, State 2427",2029-04-04,4,63.6,0.0,40.02,2023,2367,0.0,0.0,-4,False,True,1
Probate,2428,"123 Example St, City, State 2428",2015-04-18,3,46.02,0.0,34.01,2015,4560,0.0,0.0,10,False,True,1
HOA Violations,2429,"123 Example St, City, State 2429",2030-02-24,4,86.43,0.0,41.73,2022,9292,0.0,0.0,-5,True,True,1
Property Damage,2430,"123 Example St, City, State 2430",2023-10-12,1,92.55,0.0,67.0,2023,6775,0.0,0.0,2,True,True,1
Probate,2431,"123 Example St, City, State 2431",2025-06-23,0,93.12,0.0,38.66,2029,7400,0.0,0.0,0,True,True,1
Foreclosure,2432,"123 Example St, City, State 2432",2020-09-25,5,31.59,0.0,22.44,2027,2475,0.0,0.0,5,False,True,1
Property Damage,2433,"123 Example St, City, State 2433",2031-07-27,3,38.1,0.0,44.95,2027,5801,0.0,0.0,-6,True,True,1
Lien,2434,"123 Example St, City, State 2434",2033-12-23,2,59.45,0.0,53.6,2014,7720,0.0,0.0,-8,True,True,1
Probate,2435,"123 Example St, City, State 2435",2034-05-22,4,34.83,0.0,43.93,2023,1023,0.0,0.0,-9,False,True,1
Property Damage,2436,"123 Example St, City, State 2436",2017-10-01,1,89.35,0.0,25.71,2017,3737,0.0,0.0,8,False,True,1
HOA Violations,2437,"123 Example St, City, State 2437",2015-08-31,5,18.05,0.0,72.66,2017,5935,0.0,0.0,10,True,True,1
Foreclosure,2438,"123 Example St, City, State 2438",2032-02-16,1,66.95,0.0,22.63,2030,8516,0.0,0.0,-7,True,True,1
Lien,2439,"123 Example St, City, State 2439",2016-10-09,4,84.09,0.0,57.92,2030,7377,0.0,0.0,9,True,True,1
HOA Violations,2440,"123 Example St, City, State 2440",2026-02-26,2,36.08,0.0,58.85,2013,7147,0.0,0.0,-1,True,True,1
HOA Violations,2441,"123 Example St, City, State 2441",2027-11-30,0,93.27,0.0,56.71,2029,4247,0.0,0.0,-2,False,True,0
Property Damage,2442,"123 Example St, City, State 2442",2021-05-14,1,63.41,0.0,38.08,2022,1543,0.0,0.0,4,False,True,0
Lien,2443,"123 Example St, City, State 2443",2017-01-18,2,76.71,0.0,64.73,2020,9992,0.0,0.0,8,True,True,1
Foreclosure,2444,"123 Example St, City, State 2444",2028-06-09,1,27.31,0.0,22.16,2024,6308,0.0,0.0,-3,True,True,1
Bankruptcy,2445,"123 Example St, City, State 2445",2019-06-02,4,23.19,0.0,48.56,2023,6306,0.0,0.0,6,True,True,1
Foreclosure,2446,"123 Example St, City, State 2446",2016-09-15,2,78.95,0.0,76.23,2019,1526,0.0,0.0,9,False,True,1
Title Issues,2447,"123 Example St, City, State 2447",2024-02-11,2,69.15,0.0,38.41,2026,7144,0.0,0.0,1,True,True,1
Loan Modification,2448,"123 Example St, City, State 2448",2020-06-13,5,12.08,0.0,43.59,2018,6849,0.0,0.0,5,True,True,1
Short Sale,2449,"123 Example St, City, State 2449",2022-06-10,3,94.47,0.0,51.79,2017,2057,0.0,0.0,3,False,True,1
Title Issues,2450,"123 Example St, City, State 2450",2017-12-03,5,25.77,0.0,59.26,2021,5246,0.0,0.0,8,True,True,1
Probate,2451,"123 Example St, City, State 2451",2017-12-07,4,47.69,0.0,54.43,2018,4622,0.0,0.0,8,False,True,1
Property Damage,2452,"123 Example St, City, State 2452",2028-03-20,3,23.87,0.0,40.86,2013,3837,0.0,0.0,-3,False,True,1
Lien,2453,"123 Example St, City, State 2453",2034-11-14,3,33.61,0.0,21.98,2030,5056,0.0,0.0,-9,True,True,1
Unpaid Taxes,2454,"123 Example St, City, State 2454",2029-01-22,1,26.91,0.0,32.96,2030,6240,0.0,0.0,-4,True,True,1
Short Sale,2455,"123 Example St, City, State 2455",2015-03-17,4,15.12,0.0,65.51,2022,2169,0.0,0.0,10,False,True,1
Bankruptcy,2456,"123 Example St, City, State 2456",2022-06-27,0,21.27,0.0,58.46,2028,5184,0.0,0.0,3,True,True,1
Probate,2457,"123 Example St, City, State 2457",2022-12-01,0,43.98,0.0,36.3,2030,1158,0.0,0.0,3,False,True,0
Title Issues,2458,"123 Example St, City, State 2458",2022-09-19,1,25.54,0.0,73.2,2029,7612,0.0,0.0,3,True,True,1
Bankruptcy,2459,"123 Example St, City, State 2459",2024-12-31,1,79.58,0.0,75.37,2023,6424,0.0,0.0,1,True,True,1
Property Damage,2460,"123 Example St, City, State 2460",2024-11-17,3,6.62,0.0,40.51,2013,6747,0.0,0.0,1,True,True,1
Property Damage,2461,"123 Example St, City, State 2461",2016-10-12,1,31.87,0.0,78.35,2012,2556,0.0,0.0,9,False,True,1
Bankruptcy,2462,"123 Example St, City, State 2462",2015-01-05,1,15.67,0.0,71.39,2010,7765,0.0,0.0,10,True,True,1
Loan Modification,2463,"123 Example St, City, State 2463",2033-06-19,5,39.61,0.0,76.53,2017,5918,0.0,0.0,-8,True,True,1
Lien,2464,"123 Example St, City, State 2464",2030-03-05,3,71.17,0.0,62.93,2030,4008,0.0,0.0,-5,False,True,1
Short Sale,2465,"123 Example St, City, State 2465",2018-08-06,0,56.2,0.0,59.29,2021,1581,0.0,0.0,7,False,True,0
Probate,2466,"123 Example St, City, State 2466",2020-05-10,0,36.97,0.0,65.88,2026,9046,0.0,0.0,5,True,True,1
Short Sale,2467,"123 Example St, City, State 2467",2031-07-22,5,9.43,0.0,35.7,2026,1428,0.0,0.0,-6,False,True,1
Foreclosure,2468,"123 Example St, City, State 2468",2015-09-20,1,37.42,0.0,28.54,2023,3393,0.0,0.0,10,False,True,0
Title Issues,2469,"123 Example St, City, State 2469",2028-06-11,5,9.5,0.0,42.14,2015,1367,0.0,0.0,-3,False,True,1
Title Issues,2470,"123 Example St, City, State 2470",2015-07-24,2,60.48,0.0,67.76,2018,2246,0.0,0.0,10,False,True,1
Unpaid Taxes,2471,"123 Example St, City, State 2471",2020-10-26,5,39.11,0.0,67.75,2017,4413,0.0,0.0,5,False,True,1
HOA Violations,2472,"123 Example St, City, State 2472",2034-07-19,4,38.7,0.0,20.78,2023,5872,0.0,0.0,-9,True,True,1
Title Issues,2473,"123 Example St, City, State 2473",2032-09-16,3,14.07,0.0,49.47,2015,4861,0.0,0.0,-7,False,True,1
Unpaid Taxes,2474,"123 Example St, City, State 2474",2026-08-25,0,51.77,0.0,53.49,2030,1811,0.0,0.0,-1,False,True,0
Short Sale,2475,"123 Example St, City, State 2475",2031-11-07,4,9.83,0.0,70.68,2020,6502,0.0,0.0,-6,True,True,1
Probate,2476,"123 Example St, City, State 2476",2028-10-17,3,48.06,0.0,59.83,2014,6243,0.0,0.0,-3,True,True,1
Short Sale,2477,"123 Example St, City, State 2477",2022-10-24,0,70.18,0.0,26.83,2022,7113,0.0,0.0,3,True,True,1
Title Issues,2478,"123 Example St, City, State 2478",2019-10-21,1,91.06,0.0,46.6,2012,5036,0.0,0.0,6,True,True,1
Short Sale,2479,"123 Example St, City, State 2479",2023-07-05,1,73.3,0.0,78.25,2014,7173,0.0,0.0,2,True,True,1
Title Issues,2480,"123 Example St, City, State 2480",2029-10-10,4,87.36,0.0,79.38,2030,5258,0.0,0.0,-4,True,True,1
Short Sale,2481,"123 Example St, City, State 2481",2034-02-18,3,61.01,0.0,48.79,2018,8814,0.0,0.0,-9,True,True,1
Probate,2482,"123 Example St, City, State 2482",2025-03-28,1,33.21,0.0,29.14,2011,5220,0.0,0.0,0,True,True,1
Unpaid Taxes,2483,"123 Example St, City, State 2483",2026-05-02,0,63.02,0.0,71.66,2025,9840,0.0,0.0,-1,True,True,1
Lien,2484,"123 Example St, City, State 2484",2029-11-19,5,81.48,0.0,52.0,2011,4361,0.0,0.0,-4,False,True,1
Short Sale,2485,"123 Example St, City, State 2485",2029-12-24,0,75.91,0.0,36.82,2022,6798,0.0,0.0,-4,True,True,1
Short Sale,2486,"123 Example St, City, State 2486",2019-01-28,1,36.49,0.0,55.54,2014,5756,0.0,0.0,6,True,True,1
Unpaid Taxes,2487,"123 Example St, City, State 2487",2030-11-25,3,76.32,0.0,51.03,2026,8028,0.0,0.0,-5,True,True,1
Lien,2488,"123 Example St, City, State 2488",2022-05-12,5,28.17,0.0,66.18,2030,1062,0.0,0.0,3,False,True,1
Loan Modification,2489,"123 Example St, City, State 2489",2032-02-23,5,81.69,0.0,57.74,2011,8636,0.0,0.0,-7,True,True,1
Title Issues,2490,"123 Example St, City, State 2490",2017-11-23,1,62.3,0.0,68.91,2020,2119,0.0,0.0,8,False,True,0
Lien,2491,"123 Example St, City, State 2491",2016-11-12,1,29.26,0.0,25.7,2023,5963,0.0,0.0,9,True,True,1
Bankruptcy,2492,"123 Example St, City, State 2492",2020-07-15,0,33.07,0.0,21.38,2020,3242,0.0,0.0,5,False,True,0
Probate,2493,"123 Example St, City, State 2493",2034-08-07,0,18.81,0.0,65.79,2019,9472,0.0,0.0,-9,True,True,1
Property Damage,2494,"123 Example St, City, State 2494",2025-02-23,4,69.84,0.0,22.16,2010,7931,0.0,0.0,0,True,True,1
Bankruptcy,2495,"123 Example St, City, State 2495",2019-12-07,5,71.0,0.0,67.99,2026,4216,0.0,0.0,6,False,True,1
Bankruptcy,2496,"123 Example St, City, State 2496",2032-09-15,1,16.83,0.0,36.41,2010,4788,0.0,0.0,-7,False,True,1
Short Sale,2497,"123 Example St, City, State 2497",2024-03-10,0,62.73,0.0,60.74,2025,8421,0.0,0.0,1,True,True,1
Unpaid Taxes,2498,"123 Example St, City, State 2498",2020-07-15,1,18.54,0.0,48.23,2012,8563,0.0,0.0,5,True,True,1
HOA Violations,2499,"123 Example St, City, State 2499",2029-12-19,3,45.48,0.0,62.87,2015,5262,0.0,0.0,-4,True,True,1
Probate,2500,"123 Example St, City, State 2500",2016-07-28,3,88.6,0.0,45.47,2014,4104,0.0,0.0,9,False,True,1
Property Damage,2501,"123 Example St, City, State 2501",2029-06-11,1,52.44,0.0,64.99,2012,4285,0.0,0.0,-4,False,True,1
Bankruptcy,2502,"123 Example St, City, State 2502",2020-01-25,2,62.83,0.0,74.12,2016,6461,0.0,0.0,5,True,True,1
HOA Violations,2503,"123 Example St, City, State 2503",2017-11-16,5,18.69,0.0,44.88,2015,7035,0.0,0.0,8,True,True,1
HOA Violations,2504,"123 Example St, City, State 2504",2019-11-16,0,54.47,0.0,65.16,2015,5789,0.0,0.0,6,True,True,1
Loan Modification,2505,"123 Example St, City, State 2505",2030-09-29,1,91.13,0.0,63.28,2029,1758,0.0,0.0,-5,False,True,0
Probate,2506,"123 Example St, City, State 2506",2031-11-24,0,18.21,0.0,54.2,2010,3188,0.0,0.0,-6,False,True,1
HOA Violations,2507,"123 Example St, City, State 2507",2030-02-04,0,7.42,0.0,31.88,2011,5682,0.0,0.0,-5,True,True,1
