Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
Lien,2743,"123 Example St, City, State 2743",2028-03-27,2,83.12,False,32.0,2023,4874,True,True
Lien,2744,"123 Example St, City, State 2744",2015-08-12,0,42.03,True,48.77,2012,1922,False,False
Short Sale,2745,"123 Example St, City, State 2745",2022-02-12,2,93.51,True,46.76,2029,4576,False,True
Bankruptcy,2746,"123 Example St, City, State 2746",2030-02-06,2,80.35,True,60.21,2014,5580,False,False
Foreclosure,2747,"123 Example St, City, State 2747",2026-02-11,3,67.25,False,78.76,2024,2277,False,False
Foreclosure,2748,"123 Example St, City, State 2748",2034-11-30,3,53.46,False,43.97,2016,8462,False,True
Unpaid Taxes,2749,"123 Example St, City, State 2749",2017-09-07,0,67.93,False,24.38,2029,8055,True,False
Title Issues,2750,"123 Example St, City, State 2750",2017-01-31,4,66.16,True,59.08,2011,3872,True,True
Foreclosure,2751,"123 Example St, City, State 2751",2028-01-27,5,11.87,True,38.92,2015,7399,True,False
Short Sale,2752,"123 Example St, City, State 2752",2019-05-28,4,42.4,True,69.81,2030,6743,True,False
Property Damage,2753,"123 Example St, City, State 2753",2031-05-26,0,34.62,True,55.75,2017,3652,True,False
Short Sale,2754,"123 Example St, City, State 2754",2032-09-04,0,6.51,False,57.61,2025,1634,True,False
Bankruptcy,2755,"123 Example St, City, State 2755",2032-06-17,5,10.59,False,30.35,2029,3992,False,False
Probate,2756,"123 Example St, City, State 2756",2025-02-18,1,19.26,True,29.75,2030,6864,True,True
Unpaid Taxes,2757,"123 Example St, City, State 2757",2020-02-14,5,26.49,False,20.48,2022,1333,True,True
HOA Violations,2758,"123 Example St, City, State 2758",2029-05-23,3,52.76,True,72.11,2026,1710,True,False
Bankruptcy,2759,"123 Example St, City, State 2759",2034-10-25,5,89.28,True,64.09,2027,1199,False,False
Property Damage,2760,"123 Example St, City, State 2760",2023-07-10,4,15.75,True,77.84,2015,6111,True,True
Property Damage,2761,"123 Example St, City, State 2761",2022-03-18,1,50.2,False,32.44,2025,2588,False,False
Title Issues,2762,"123 Example St, City, State 2762",2029-04-02,0,89.78,False,52.75,2022,4702,False,False
Lien,2763,"123 Example St, City, State 2763",2033-09-04,3,55.73,False,23.24,2020,2563,False,True
Foreclosure,2764,"123 Example St, City, State 2764",2019-09-23,3,79.43,False,37.42,2022,2857,True,True
Probate,2765,"123 Example St, City, State 2765",2021-03-07,2,72.81,True,38.52,2013,7457,True,False
Bankruptcy,2766,"123 Example St, City, State 2766",2023-08-21,0,60.53,False,38.66,2010,2383,False,False
Foreclosure,2767,"123 Example St, City, State 2767",2030-01-01,4,25.95,False,58.18,2020,4545,False,False
Lien,2768,"123 Example St, City, State 2768",2022-05-09,5,81.9,False,58.53,2014,4534,True,True
Title Issues,2769,"123 Example St, City, State 2769",2019-11-16,0,69.98,False,43.36,2021,4798,False,True
Lien,2770,"123 Example St, City, State 2770",2029-12-04,0,23.57,True,23.68,2017,7400,True,True
Short Sale,2771,"123 Example St, City, State 2771",2015-04-17,5,11.22,False,74.33,2025,9175,False,False
Property Damage,2772,"123 Example St, City, State 2772",2025-05-12,0,74.65,True,46.82,2017,7691,True,True
Short Sale,2773,"123 Example St, City, State 2773",2020-10-22,4,78.41,True,55.26,2029,7462,False,True
Title Issues,2774,"123 Example St, City, State 2774",2027-07-10,0,73.84,False,34.52,2027,1363,True,False
Lien,2775,"123 Example St, City, State 2775",2030-03-20,4,91.19,False,59.89,2017,1612,False,True
HOA Violations,2776,"123 Example St, City, State 2776",2016-06-20,2,67.72,False,41.56,2026,4851,False,True
Foreclosure,2777,"123 Example St, City, State 2777",2025-08-06,5,10.45,False,65.19,2017,2396,True,False
Short Sale,2778,"123 Example St, City, State 2778",2029-04-20,0,18.71,True,28.14,2023,3883,False,True
HOA Violations,2779,"123 Example St, City, State 2779",2024-09-30,3,22.2,False,23.16,2028,8028,True,False
Unpaid Taxes,2780,"123 Example St, City, State 2780",2027-08-27,5,66.78,True,34.87,2027,4796,True,True
Lien,2781,"123 Example St, City, State 2781",2025-02-22,1,11.76,True,27.56,2022,7111,False,True
Unpaid Taxes,2782,"123 Example St, City, State 2782",2022-11-17,3,30.14,False,36.24,2026,6297,True,False
Loan Modification,2783,"123 Example St, City, State 2783",2018-09-22,4,52.03,True,69.94,2018,9442,False,False
Foreclosure,2784,"123 Example St, City, State 2784",2026-06-04,2,6.89,False,30.77,2010,8160,False,False
Property Damage,2785,"123 Example St, City, State 2785",2017-06-10,0,53.08,True,69.04,2022,8188,False,False
Bankruptcy,2786,"123 Example St, City, State 2786",2029-04-13,2,34.83,True,58.92,2028,1181,True,True
Bankruptcy,2787,"123 Example St, City, State 2787",2021-11-14,4,5.1,True,74.01,2028,9178,True,False
Property Damage,2788,"123 Example St, City, State 2788",2030-07-18,3,67.52,False,33.69,2012,3172,False,True
Lien,2789,"123 Example St, City, State 2789",2033-01-20,3,69.35,True,49.34,2027,2704,False,False
Unpaid Taxes,2790,"123 Example St, City, State 2790",2018-09-02,4,35.22,False,25.5,2014,5545,True,True
Loan Modification,2791,"123 Example St, City, State 2791",2015-01-26,1,34.31,True,67.24,2015,8984,False,False
Probate,2792,"123 Example St, City, State 2792",2022-05-08,0,74.59,False,75.12,2021,1133,True,False
HOA Violations,2793,"123 Example St, City, State 2793",2023-03-02,2,81.67,False,48.22,2028,8640,False,False
Loan Modification,2794,"123 Example St, City, State 2794",2027-07-10,3,20.28,True,44.33,2016,6192,True,True
Bankruptcy,2795,"123 Example St, City, State 2795",2026-04-27,1,55.73,False,29.85,2025,2471,False,False
Title Issues,2796,"123 Example St, City, State 2796",2021-01-01,2,30.4,True,79.98,2026,2389,True,False
Title Issues,2797,"123 Example St, City, State 2797",2016-10-07,3,83.01,True,29.6,2012,7797,False,True
Short Sale,2798,"123 Example St, City, State 2798",2016-12-10,2,22.71,True,66.64,2020,7614,False,False
Short Sale,2799,"123 Example St, City, State 2799",2023-10-12,4,58.52,False,47.2,2029,9006,False,True
Lien,2800,"123 Example St, City, State 2800",2022-11-13,1,53.89,True,23.42,2030,7944,False,True
Unpaid Taxes,2801,"123 Example St, City, State 2801",2019-11-10,5,25.04,True,29.17,2018,8511,True,True
Bankruptcy,2802,"123 Example St, City, State 2802",2034-11-19,0,47.74,True,45.3,2017,4690,False,True
Lien,2803,"123 Example St, City, State 2803",2031-08-22,1,51.57,True,72.9,2030,2003,True,True
Loan Modification,2804,"123 Example St, City, State 2804",2019-03-07,4,85.51,True,46.52,2024,1389,False,False
Short Sale,2805,"123 Example St, City, State 2805",2016-02-15,2,30.62,False,73.59,2024,1529,False,True
Short Sale,2806,"123 Example St, City, State 2806",2022-07-07,5,25.32,True,38.63,2025,1447,True,False
Title Issues,2807,"123 Example St, City, State 2807",2029-04-03,2,57.17,True,46.95,2023,7317,True,False
HOA Violations,2808,"123 Example St, City, State 2808",2019-10-15,3,52.04,False,20.99,2020,2157,True,False
Short Sale,2809,"123 Example St, City, State 2809",2020-12-28,3,75.44,False,47.49,2017,9075,False,False
Title Issues,2810,"123 Example St, City, State 2810",2031-12-03,3,80.71,False,52.32,2021,1494,True,True
Short Sale,2811,"123 Example St, City, State 2811",2033-12-25,2,47.08,False,59.37,2024,9020,False,False
Foreclosure,2812,"123 Example St, City, State 2812",2018-07-18,2,55.63,True,76.63,2013,9493,True,True
Loan Modification,2813,"123 Example St, City, State 2813",2029-08-18,1,31.23,False,77.97,2029,5111,False,False
Bankruptcy,2814,"123 Example St, City, State 2814",2018-03-05,3,47.45,False,75.11,2030,7268,True,True
HOA Violations,2815,"123 Example St, City, State 2815",2017-04-20,1,78.45,True,23.45,2030,3771,True,True
Probate,2816,"123 Example St, City, State 2816",2027-02-12,2,73.15,True,71.74,2014,9957,True,True
HOA Violations,2817,"123 Example St, City, State 2817",2033-03-05,2,66.21,False,69.26,2029,5780,True,False
Lien,2818,"123 Example St, City, State 2818",2030-07-16,4,21.33,True,28.93,2024,3573,True,False
HOA Violations,2819,"123 Example St, City, State 2819",2031-06-30,3,6.57,False,72.21,2019,2361,False,False
Property Damage,2820,"123 Example St, City, State 2820",2033-08-19,0,72.23,True,37.23,2016,2953,False,False
Title Issues,2821,"123 Example St, City, State 2821",2023-08-18,2,90.13,True,75.23,2023,4626,False,True
Bankruptcy,2822,"123 Example St, City, State 2822",2030-07-12,0,62.85,False,38.51,2019,6145,True,True
HOA Violations,2823,"123 Example St, City, State 2823",2028-05-10,5,69.86,True,57.82,2026,9053,True,True
Unpaid Taxes,2824,"123 Example St, City, State 2824",2026-02-14,3,82.15,True,70.35,2016,3245,False,True
Property Damage,2825,"123 Example St, City, State 2825",2023-09-05,5,91.47,False,43.6,2018,5753,True,True
Foreclosure,2826,"123 Example St, City, State 2826",2031-04-27,3,32.64,True,37.8,2013,2171,True,True
Bankruptcy,2827,"123 Example St, City, State 2827",2032-01-15,1,29.15,False,29.76,2018,7542,True,False
Short Sale,2828,"123 Example St, City, State 2828",2023-03-22,1,42.64,True,25.25,2018,5779,False,False
Unpaid Taxes,2829,"123 Example St, City, State 2829",2018-10-22,2,6.51,False,40.79,2010,8675,True,True
Probate,2830,"123 Example St, City, State 2830",2031-04-16,1,6.14,False,73.7,2030,6045,False,False
Loan Modification,2831,"123 Example St, City, State 2831",2033-09-03,2,68.95,True,55.8,2030,3958,True,False
Lien,2832,"123 Example St, City, State 2832",2022-09-13,4,8.04,False,31.33,2030,6493,True,False
Short Sale,2833,"123 Example St, City, State 2833",2015-03-03,5,33.39,True,62.42,2012,8603,True,True
Probate,2834,"123 Example St, City, State 2834",2017-09-14,2,28.98,True,60.91,2023,1443,False,True
Unpaid Taxes,2835,"123 Example St, City, State 2835",2034-08-26,1,92.47,True,38.79,2029,5886,False,True
Unpaid Taxes,2836,"123 Example St, City, State 2836",2015-11-23,1,36.21,True,39.71,2013,5808,False,False
Probate,2837,"123 Example St, City, State 2837",2026-07-30,4,78.88,False,78.34,2015,5410,False,False
Loan Modification,2838,"123 Example St, City, State 2838",2021-12-20,3,34.06,True,71.38,2016,3060,True,True
Unpaid Taxes,2839,"123 Example St, City, State 2839",2026-06-21,2,49.36,False,53.72,2013,2670,True,False
HOA Violations,2840,"123 Example St, City, State 2840",2023-12-25,3,52.92,True,72.63,2019,9823,False,True
Loan Modification,2841,"123 Example St, City, State 2841",2020-04-13,0,55.55,True,74.64,2013,1311,False,False
HOA Violations,2842,"123 Example St, City, State 2842",2029-06-30,4,31.97,True,24.88,2028,9560,False,False
HOA Violations,2843,"123 Example St, City, State 2843",2032-12-26,1,51.15,True,76.54,2025,2044,True,False
HOA Violations,2844,"123 Example St, City, State 2844",2030-10-21,4,54.92,False,61.27,2025,1037,True,True
Probate,2845,"123 Example St, City, State 2845",2030-01-23,0,49.56,False,78.45,2019,8446,True,True
Property Damage,2846,"123 Example St, City, State 2846",2031-10-10,2,23.18,True,58.13,2029,6370,False,True
Probate,2847,"123 Example St, City, State 2847",2031-12-21,3,54.52,False,44.5,2025,8361,True,False
Lien,2848,"123 Example St, City, State 2848",2016-02-13,3,82.15,True,33.69,2017,1471,True,False
Unpaid Taxes,2849,"123 Example St, City, State 2849",2023-10-28,4,14.99,True,41.38,2026,5338,True,False
Bankruptcy,2850,"123 Example St, City, State 2850",2032-09-01,5,70.27,True,40.77,2019,1609,True,False
Loan Modification,2851,"123 Example St, City, State 2851",2015-10-13,1,36.34,True,78.44,2014,4249,False,False
Foreclosure,2852,"123 Example St, City, State 2852",2027-11-18,4,5.79,False,67.96,2014,6430,True,True
Lien,2853,"123 Example St, City, State 2853",2019-07-20,0,20.65,True,40.65,2015,9942,True,False
Lien,2854,"123 Example St, City, State 2854",2031-08-28,2,12.59,True,24.92,2026,7519,True,True
Lien,2855,"123 Example St, City, State 2855",2017-05-21,2,58.51,True,24.38,2011,6124,False,False
Short Sale,2856,"123 Example St, City, State 2856",2022-12-06,3,47.84,False,52.19,2021,4474,False,False
Unpaid Taxes,2857,"123 Example St, City, State 2857",2032-01-23,2,14.92,False,21.61,2025,3993,False,False
Bankruptcy,2858,"123 Example St, City, State 2858",2028-10-17,1,11.87,True,73.37,2024,3348,False,True
Loan Modification,2859,"123 Example St, City, State 2859",2015-02-12,0,22.96,False,37.17,2029,5732,False,True
Foreclosure,2860,"123 Example St, City, State 2860",2026-09-26,1,91.56,True,59.89,2022,2878,True,True
Bankruptcy,2861,"123 Example St, City, State 2861",2020-06-01,5,94.98,False,43.64,2026,5937,True,False
Bankruptcy,2862,"123 Example St, City, State 2862",2016-08-26,1,49.41,False,28.53,2014,2807,False,True
Title Issues,2863,"123 Example St, City, State 2863",2023-05-31,2,12.32,False,30.64,2024,2584,False,True
Title Issues,2864,"123 Example St, City, State 2864",2021-05-22,4,58.27,False,40.05,2021,8707,False,False
Foreclosure,2865,"123 Example St, City, State 2865",2019-01-04,5,56.64,False,44.79,2024,3212,True,True
Short Sale,2866,"123 Example St, City, State 2866",2029-05-20,5,57.27,True,54.15,2016,6042,False,True
Probate,2867,"123 Example St, City, State 2867",2017-06-28,2,50.43,False,28.76,2010,3073,False,False
Property Damage,2868,"123 Example St, City, State 2868",2025-09-11,1,17.61,True,41.35,2020,7789,False,False
Lien,2869,"123 Example St, City, State 2869",2019-05-13,5,61.7,True,55.18,2027,1542,True,False
Unpaid Taxes,2870,"123 Example St, City, State 2870",2028-04-11,4,92.93,False,69.01,2025,4942,False,True
Short Sale,2871,"123 Example St, City, State 2871",2027-11-21,2,63.43,False,34.73,2021,7933,True,True
HOA Violations,2872,"123 Example St, City, State 2872",2025-12-12,3,41.68,True,59.22,2019,4322,True,True
Foreclosure,2873,"123 Example St, City, State 2873",2024-10-20,5,11.75,True,69.75,2011,3654,False,False
Bankruptcy,2874,"123 Example St, City, State 2874",2034-08-05,4,55.96,True,59.03,2014,5914,False,True
Bankruptcy,2875,"123 Example St, City, State 2875",2031-11-18,2,74.86,False,50.83,2025,9756,False,True
Title Issues,2876,"123 Example St, City, State 2876",2034-09-23,5,61.36,False,40.76,2028,5428,False,False
Lien,2877,"123 Example St, City, State 2877",2031-11-09,3,25.53,False,53.73,2015,3698,False,False
Probate,2878,"123 Example St, City, State 2878",2029-12-07,3,59.24,True,27.12,2022,6820,False,True
HOA Violations,2879,"123 Example St, City, State 2879",2021-03-24,5,34.79,False,49.04,2018,9547,True,True
Lien,2880,"123 Example St, City, State 2880",2032-02-15,2,5.82,True,74.0,2029,8399,True,True
Loan Modification,2881,"123 Example St, City, State 2881",2023-10-21,4,9.28,True,26.59,2011,5224,True,True
Lien,2882,"123 Example St, City, State 2882",2032-11-21,4,11.92,True,58.34,2018,6178,True,True
Unpaid Taxes,2883,"123 Example St, City, State 2883",2017-10-30,1,41.86,True,74.84,2018,3975,False,True
Lien,2884,"123 Example St, City, State 2884",2028-06-13,2,29.01,True,27.94,2029,5655,True,False
HOA Violations,2885,"123 Example St, City, State 2885",2022-01-30,4,70.12,False,31.14,2029,8600,False,True
HOA Violations,2886,"123 Example St, City, State 2886",2028-07-16,0,49.7,False,22.96,2016,4790,True,True
Unpaid Taxes,2887,"123 Example St, City, State 2887",2030-11-11,2,23.26,True,55.33,2012,6844,True,True
Property Damage,2888,"123 Example St, City, State 2888",2032-11-09,2,37.33,False,70.24,2016,1285,False,False
Loan Modification,2889,"123 Example St, City, State 2889",2030-06-25,4,20.53,True,47.39,2020,5347,True,False
Foreclosure,2890,"123 Example St, City, State 2890",2032-12-03,3,78.91,False,28.64,2021,7782,True,True
Unpaid Taxes,2891,"123 Example St, City, State 2891",2022-05-06,0,35.71,False,78.25,2011,7498,False,True
Unpaid Taxes,2892,"123 Example St, City, State 2892",2024-08-08,4,8.18,True,56.75,2024,9179,True,True
Foreclosure,2893,"123 Example St, City, State 2893",2034-04-24,0,27.96,True,28.47,2026,9537,False,True
HOA Violations,2894,"123 Example St, City, State 2894",2029-05-06,4,89.35,True,40.3,2022,1801,True,False
Probate,2895,"123 Example St, City, State 2895",2020-09-21,4,9.1,False,21.83,2028,6386,False,False
Probate,2896,"123 Example St, City, State 2896",2028-09-20,3,73.86,True,50.56,2030,1757,True,False
Bankruptcy,2897,"123 Example St, City, State 2897",2026-08-19,4,86.96,False,37.87,2028,5879,False,True
Lien,2898,"123 Example St, City, State 2898",2018-07-22,3,75.19,True,25.97,2017,2171,True,True
Probate,2899,"123 Example St, City, State 2899",2029-05-12,1,30.61,True,55.35,2015,9938,True,False
Lien,2900,"123 Example St, City, State 2900",2022-09-30,0,62.41,False,56.22,2021,7048,True,True
Property Damage,2901,"123 Example St, City, State 2901",2034-05-10,5,37.49,True,79.96,2023,6021,True,False
Foreclosure,2902,"123 Example St, City, State 2902",2019-12-20,2,43.53,False,66.09,2014,5680,True,True
Title Issues,2903,"123 Example St, City, State 2903",2028-02-23,2,60.84,True,35.11,2020,7652,True,False
Unpaid Taxes,2904,"123 Example St, City, State 2904",2016-09-01,0,27.46,False,58.89,2029,7740,True,False
Title Issues,2905,"123 Example St, City, State 2905",2032-11-08,2,11.0,True,58.79,2024,7500,True,True
Bankruptcy,2906,"123 Example St, City, State 2906",2031-06-30,0,41.92,False,66.29,2015,7709,True,False
Probate,2907,"123 Example St, City, State 2907",2021-08-23,2,15.6,True,76.36,2022,4248,True,True
Bankruptcy,2908,"123 Example St, City, State 2908",2033-06-18,3,39.28,False,68.63,2028,9957,True,False
Lien,2909,"123 Example St, City, State 2909",2025-05-07,2,27.66,False,34.97,2021,6259,False,True
Loan Modification,2910,"123 Example St, City, State 2910",2022-03-18,2,76.67,True,41.0,2023,6977,True,False
Lien,2911,"123 Example St, City, State 2911",2027-08-31,0,33.16,True,51.05,2017,9744,False,True
Property Damage,2912,"123 Example St, City, State 2912",2021-07-20,5,47.05,False,60.1,2024,4310,False,False
HOA Violations,2913,"123 Example St, City, State 2913",2030-05-17,4,89.71,False,78.59,2025,9076,False,False
HOA Violations,2914,"123 Example St, City, State 2914",2028-01-12,2,37.14,False,30.36,2018,3574,False,True
Foreclosure,2915,"123 Example St, City, State 2915",2027-08-18,0,28.48,False,58.44,2027,8083,False,True
Title Issues,2916,"123 Example St, City, State 2916",2024-01-29,5,71.13,False,37.51,2029,6220,False,True
Short Sale,2917,"123 Example St, City, State 2917",2022-12-25,1,19.33,False,62.65,2011,7314,True,False
Title Issues,2918,"123 Example St, City, State 2918",2025-05-30,3,15.82,True,26.02,2012,8629,False,False
Foreclosure,2919,"123 Example St, City, State 2919",2033-09-21,3,56.21,True,53.92,2024,4206,False,False
Property Damage,2920,"123 Example St, City, State 2920",2029-02-16,4,6.7,True,39.22,2011,2219,True,True
Bankruptcy,2921,"123 Example St, City, State 2921",2023-09-05,4,23.67,True,75.75,2010,2640,True,True
Foreclosure,2922,"123 Example St, City, State 2922",2022-05-03,5,21.93,False,38.36,2023,3711,False,False
Bankruptcy,2923,"123 Example St, City, State 2923",2024-02-18,0,76.91,True,46.11,2013,4374,True,True
Bankruptcy,2924,"123 Example St, City, State 2924",2026-11-30,2,30.11,False,54.63,2024,3158,True,False
Property Damage,2925,"123 Example St, City, State 2925",2016-08-08,1,89.67,False,59.38,2027,2965,False,True
Title Issues,2926,"123 Example St, City, State 2926",2015-04-29,2,37.87,True,54.44,2014,5236,True,True
Property Damage,2927,"123 Example St, City, State 2927",2017-01-12,1,42.46,False,38.96,2026,9024,False,False
Lien,2928,"123 Example St, City, State 2928",2023-04-08,4,68.31,True,37.87,2023,6444,False,False
Lien,2929,"123 Example St, City, State 2929",2018-08-28,0,22.39,True,66.79,2026,3277,True,True
Foreclosure,2930,"123 Example St, City, State 2930",2034-10-15,0,78.93,True,76.9,2019,9990,False,True
Property Damage,2931,"123 Example St, City, State 2931",2033-05-20,4,36.73,False,32.16,2025,2752,False,False
Foreclosure,2932,"123 Example St, City, State 2932",2017-05-27,3,34.26,True,49.89,2027,5465,True,False
HOA Violations,2933,"123 Example St, City, State 2933",2032-11-25,3,70.17,True,71.1,2020,9404,True,False
Lien,2934,"123 Example St, City, State 2934",2034-09-10,5,8.51,False,51.86,2025,1859,True,True
Lien,2935,"123 Example St, City, State 2935",2030-02-03,2,14.04,True,54.05,2025,6267,True,False
Loan Modification,2936,"123 Example St, City, State 2936",2019-02-02,3,73.93,True,57.5,2020,1507,False,False
Foreclosure,2937,"123 Example St, City, State 2937",2030-11-23,4,43.78,True,32.03,2022,8777,False,True
Lien,2938,"123 Example St, City, State 2938",2024-04-08,4,39.85,False,60.44,2025,2384,False,True
HOA Violations,2939,"123 Example St, City, State 2939",2031-12-06,3,57.89,True,31.95,2024,3663,True,False
Probate,2940,"123 Example St, City, State 2940",2024-09-04,3,25.11,False,62.66,2013,1092,True,True
Property Damage,2941,"123 Example St, City, State 2941",2022-06-11,2,37.95,True,67.79,2013,9088,True,True
Property Damage,2942,"123 Example St, City, State 2942",2027-03-11,3,87.08,False,44.74,2019,6913,False,True
Loan Modification,2943,"123 Example St, City, State 2943",2033-01-02,3,27.36,True,39.09,2029,6095,False,True
Foreclosure,2944,"123 Example St, City, State 2944",2033-09-18,5,41.36,False,58.59,2023,7215,False,True
Foreclosure,2945,"123 Example St, City, State 2945",2034-03-16,1,88.52,False,66.82,2027,2565,False,False
Bankruptcy,2946,"123 Example St, City, State 2946",2024-11-12,4,36.4,True,76.67,2012,2386,True,True
Short Sale,2947,"123 Example St, City, State 2947",2016-10-06,2,46.4,False,23.67,2015,1110,True,False
Lien,2948,"123 Example St, City, State 2948",2021-11-25,5,46.38,False,32.7,2010,1016,True,False
Short Sale,2949,"123 Example St, City, State 2949",2029-02-07,0,60.65,False,33.18,2029,8476,False,False
Foreclosure,2950,"123 Example St, City, State 2950",2022-11-14,1,20.19,True,22.18,2023,8964,True,True
Short Sale,2951,"123 Example St, City, State 2951",2018-02-02,0,14.65,False,66.4,2018,6901,True,True
Bankruptcy,2952,"123 Example St, City, State 2952",2025-08-08,1,27.43,False,33.0,2013,2492,True,True
Lien,2953,"123 Example St, City, State 2953",2033-11-08,0,47.1,False,49.63,2016,6063,True,False
Loan Modification,2954,"123 Example St, City, State 2954",2032-04-14,2,59.41,True,30.49,2025,2024,True,True
Lien,2955,"123 Example St, City, State 2955",2024-11-07,0,19.02,True,52.55,2012,6158,True,False
Unpaid Taxes,2956,"123 Example St, City, State 2956",2024-04-01,4,31.26,True,66.22,2022,8048,False,False
Bankruptcy,2957,"123 Example St, City, State 2957",2015-01-14,4,67.51,False,51.19,2024,5302,True,True
HOA Violations,2958,"123 Example St, City, State 2958",2021-07-04,5,52.24,True,58.19,2013,2830,True,True
HOA Violations,2959,"123 Example St, City, State 2959",2025-03-11,4,21.78,True,66.52,2025,3336,True,False
Short Sale,2960,"123 Example St, City, State 2960",2019-12-12,4,58.9,False,62.72,2017,5977,True,False
Loan Modification,2961,"123 Example St, City, State 2961",2034-07-30,1,78.05,True,47.46,2015,9686,False,True
Unpaid Taxes,2962,"123 Example St, City, State 2962",2015-11-13,0,77.38,False,35.98,2010,5130,True,True
Lien,2963,"123 Example St, City, State 2963",2016-03-24,5,87.37,True,24.77,2026,8058,False,False
Lien,2964,"123 Example St, City, State 2964",2015-10-12,2,73.49,False,58.43,2029,7893,False,True
Unpaid Taxes,2965,"123 Example St, City, State 2965",2029-11-30,1,45.37,False,31.6,2010,8806,True,True
Unpaid Taxes,2966,"123 Example St, City, State 2966",2020-10-02,3,77.41,True,66.29,2026,6608,False,False
Foreclosure,2967,"123 Example St, City, State 2967",2022-12-27,3,85.51,False,32.31,2018,8870,True,True
Property Damage,2968,"123 Example St, City, State 2968",2015-10-11,3,43.14,True,41.2,2027,9437,False,True
Lien,2969,"123 Example St, City, State 2969",2033-08-11,5,21.63,True,30.0,2013,1830,True,True
Probate,2970,"123 Example St, City, State 2970",2021-12-21,5,83.06,True,33.38,2024,7054,False,True
Title Issues,2971,"123 Example St, City, State 2971",2032-05-23,5,45.6,False,38.84,2018,3011,True,False
Title Issues,2972,"123 Example St, City, State 2972",2034-03-23,3,32.18,True,62.91,2014,3285,True,False
Lien,2973,"123 Example St, City, State 2973",2025-01-29,5,18.35,True,25.13,2024,3821,True,True
Property Damage,2974,"123 Example St, City, State 2974",2025-01-31,1,48.01,True,71.13,2019,3520,False,True
Loan Modification,2975,"123 Example St, City, State 2975",2022-08-16,5,81.37,False,36.08,2013,9407,False,True
HOA Violations,2976,"123 Example St, City, State 2976",2023-08-28,4,35.92,False,22.72,2011,4228,False,True
Bankruptcy,2977,"123 Example St, City, State 2977",2020-06-17,5,15.78,True,68.48,2022,9049,False,True
Bankruptcy,2978,"123 Example St, City, State 2978",2020-04-10,4,84.65,True,76.15,2025,9415,False,False
Bankruptcy,2979,"123 Example St, City, State 2979",2024-09-13,3,30.39,False,31.0,2029,4353,False,True
Unpaid Taxes,2980,"123 Example St, City, State 2980",2025-01-27,0,59.59,True,22.27,2022,4318,False,False
Short Sale,2981,"123 Example St, City, State 2981",2020-05-23,1,80.11,False,65.16,2010,8579,True,True
Unpaid Taxes,2982,"123 Example St, City, State 2982",2023-12-29,3,28.82,True,58.07,2023,9928,False,False
Short Sale,2983,"123 Example St, City, State 2983",2031-04-26,3,39.26,True,46.7,2025,2882,True,True
Unpaid Taxes,2984,"123 Example St, City, State 2984",2031-07-02,2,13.73,True,56.97,2010,2864,False,True
Title Issues,2985,"123 Example St, City, State 2985",2019-02-14,3,86.36,True,53.52,2011,3020,True,True
Foreclosure,2986,"123 Example St, City, State 2986",2029-12-31,0,62.27,True,63.53,2022,3478,False,False
Short Sale,2987,"123 Example St, City, State 2987",2034-01-29,3,15.09,False,55.24,2021,2113,True,False
Title Issues,2988,"123 Example St, City, State 2988",2031-04-17,0,49.54,False,34.97,2017,4964,True,True
Title Issues,2989,"123 Example St, City, State 2989",2020-12-12,2,93.58,True,68.55,2013,4545,False,False
Bankruptcy,2990,"123 Example St, City, State 2990",2034-08-10,5,49.99,True,28.39,2014,1542,False,False
Foreclosure,2991,"123 Example St, City, State 2991",2016-06-02,4,78.07,True,38.51,2023,9436,False,True
Property Damage,2992,"123 Example St, City, State 2992",2018-08-27,1,81.4,False,47.74,2013,5847,True,True
Foreclosure,2993,"123 Example St, City, State 2993",2025-10-05,5,6.81,True,34.62,2016,1736,False,False
Property Damage,2994,"123 Example St, City, State 2994",2034-09-26,1,77.38,True,54.48,2019,3870,False,True
Unpaid Taxes,2995,"123 Example St, City, State 2995",2023-04-04,3,17.21,False,52.53,2016,2917,True,False
Title Issues,2996,"123 Example St, City, State 2996",2026-05-26,0,88.04,False,50.48,2016,6683,False,True
Short Sale,2997,"123 Example St, City, State 2997",2032-03-11,2,28.39,False,29.52,2012,8259,True,False
HOA Violations,2998,"123 Example St, City, State 2998",2017-12-02,4,59.95,True,27.35,2029,1130,False,False
Property Damage,2999,"123 Example St, City, State 2999",2027-04-01,0,55.29,False,35.52,2016,2609,False,True
Lien,3000,"123 Example St, City, State 3000",2028-08-13,5,22.52,False,46.83,2010,1581,False,False
Foreclosure,3001,"123 Example St, City, State 3001",2023-06-10,0,66.3,True,61.22,2028,6341,True,False
Unpaid Taxes,3002,"123 Example St, City, State 3002",2022-07-19,4,58.35,True,42.29,2013,6082,True,True
Unpaid Taxes,3003,"123 Example St, City, State 3003",2015-12-13,4,60.42,True,53.45,2013,4443,False,True
Loan Modification,3004,"123 Example St, City, State 3004",2022-08-04,1,24.34,False,32.2,2026,5007,False,True
Foreclosure,3005,"123 Example St, City, State 3005",2022-01-18,1,44.32,True,51.5,2020,3164,False,True
Short Sale,3006,"123 Example St, City, State 3006",2020-12-08,1,47.01,True,34.61,2029,3975,False,False
