Property ID,Real Estate Home Knowledge,Distress_Score,Investor_Insights
2397,4,100.0,"High chance of foreclosure, Unpaid taxes"
2398,1,100.0,"High chance of foreclosure, Unpaid taxes"
2399,0,100.0,High chance of foreclosure
2400,4,100.0,"High chance of foreclosure, Unpaid taxes"
2401,0,100.0,"High chance of foreclosure, Unpaid taxes"
2402,5,100.0,"High chance of foreclosure, Unpaid taxes"
2403,5,100.0,High chance of foreclosure
2404,5,100.0,"High chance of foreclosure, Unpaid taxes"
2405,0,100.0,"High chance of foreclosure, Unpaid taxes"
2406,2,100.0,"High chance of foreclosure, Unpaid taxes"
2407,0,100.0,"High chance of foreclosure, Unpaid taxes"
2408,8,100.0,"High chance of foreclosure, Unpaid taxes"
2409,4,100.0,"High chance of foreclosure, Unpaid taxes"
2410,2,100.0,"High chance of foreclosure, Unpaid taxes"
2411,1,100.0,"High chance of foreclosure, Unpaid taxes"
2413,2,100.0,High chance of foreclosure
2414,8,100.0,High chance of foreclosure
2415,7,100.0,"High chance of foreclosure, Unpaid taxes"
2416,4,100.0,"High chance of foreclosure, Unpaid taxes"
2417,4,100.0,"High chance of foreclosure, Unpaid taxes"
2418,3,100.0,"High chance of foreclosure, Unpaid taxes"
2419,1,100.0,"High chance of foreclosure, Negative equity"
2420,7,100.0,High chance of foreclosure
2421,5,98.0,High chance of foreclosure
2422,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2423,2,100.0,"High chance of foreclosure, Unpaid taxes"
2424,9,100.0,"High chance of foreclosure, Unpaid taxes"
2425,8,100.0,High chance of foreclosure
2426,4,100.0,High chance of foreclosure
2427,9,98.0,High chance of foreclosure
2428,5,100.0,High chance of foreclosure
2429,2,100.0,"High chance of foreclosure, Unpaid taxes"
2430,6,100.0,"High chance of foreclosure, Unpaid taxes"
2431,5,100.0,"High chance of foreclosure, Unpaid taxes"
2432,1,100.0,High chance of foreclosure
2433,6,100.0,"High chance of foreclosure, Unpaid taxes"
2434,3,100.0,"High chance of foreclosure, Unpaid taxes"
2435,5,100.0,High chance of foreclosure
2436,6,100.0,High chance of foreclosure
2437,2,100.0,"High chance of foreclosure, Unpaid taxes"
2438,1,100.0,"High chance of foreclosure, Unpaid taxes"
2439,3,100.0,"High chance of foreclosure, Unpaid taxes"
2440,2,100.0,"High chance of foreclosure, Unpaid taxes"
2441,2,98.0,High chance of foreclosure
2442,6,99.0,High chance of foreclosure
2443,3,100.0,"High chance of foreclosure, Unpaid taxes"
2444,1,100.0,"High chance of foreclosure, Unpaid taxes"
2445,0,100.0,"High chance of foreclosure, Unpaid taxes"
2446,1,100.0,High chance of foreclosure
2447,8,100.0,"High chance of foreclosure, Unpaid taxes"
2448,4,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2449,7,100.0,High chance of foreclosure
2450,8,100.0,High chance of foreclosure
2451,5,100.0,High chance of foreclosure
2452,6,100.0,High chance of foreclosure
2453,3,100.0,High chance of foreclosure
2454,9,100.0,"High chance of foreclosure, Unpaid taxes"
2455,7,99.5,High chance of foreclosure
2456,0,100.0,High chance of foreclosure
2457,5,100.0,High chance of foreclosure
2458,8,100.0,"High chance of foreclosure, Unpaid taxes"
2459,0,100.0,"High chance of foreclosure, Unpaid taxes"
2460,6,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2461,6,100.0,High chance of foreclosure
2462,0,100.0,"High chance of foreclosure, Unpaid taxes"
2463,4,100.0,"High chance of foreclosure, Unpaid taxes"
2464,3,100.0,High chance of foreclosure
2465,7,98.5,High chance of foreclosure
2466,5,100.0,"High chance of foreclosure, Unpaid taxes"
2467,7,100.0,"High chance of foreclosure, Negative equity"
2468,1,98.5,High chance of foreclosure
2469,8,100.0,"High chance of foreclosure, Negative equity"
2470,8,100.0,High chance of foreclosure
2471,9,100.0,High chance of foreclosure
2472,2,100.0,"High chance of foreclosure, Unpaid taxes"
2473,8,100.0,"High chance of foreclosure, Negative equity"
2474,9,100.0,High chance of foreclosure
2475,7,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2476,5,100.0,"High chance of foreclosure, Unpaid taxes"
2477,7,100.0,"High chance of foreclosure, Unpaid taxes"
2478,8,100.0,High chance of foreclosure
2479,7,100.0,"High chance of foreclosure, Unpaid taxes"
2480,8,100.0,High chance of foreclosure
2481,7,100.0,"High chance of foreclosure, Unpaid taxes"
2482,5,100.0,High chance of foreclosure
2483,9,100.0,"High chance of foreclosure, Unpaid taxes"
2484,3,100.0,High chance of foreclosure
2485,7,100.0,"High chance of foreclosure, Unpaid taxes"
2486,7,100.0,"High chance of foreclosure, Unpaid taxes"
2487,9,100.0,"High chance of foreclosure, Unpaid taxes"
2488,3,100.0,High chance of foreclosure
2489,4,100.0,"High chance of foreclosure, Unpaid taxes"
2490,8,100.0,High chance of foreclosure
2491,3,100.0,"High chance of foreclosure, Unpaid taxes"
2492,0,100.0,High chance of foreclosure
2493,5,100.0,"High chance of foreclosure, Unpaid taxes"
2494,6,100.0,"High chance of foreclosure, Unpaid taxes"
2495,0,100.0,High chance of foreclosure
2496,0,100.0,High chance of foreclosure
2497,7,100.0,"High chance of foreclosure, Unpaid taxes"
2498,9,100.0,"High chance of foreclosure, Unpaid taxes"
2499,2,100.0,High chance of foreclosure
2500,5,100.0,High chance of foreclosure
2501,6,100.0,High chance of foreclosure
2502,0,100.0,"High chance of foreclosure, Unpaid taxes"
2503,2,100.0,"High chance of foreclosure, Unpaid taxes"
2504,2,100.0,"High chance of foreclosure, Unpaid taxes"
2506,5,100.0,High chance of foreclosure
2507,2,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2508,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2509,5,100.0,High chance of foreclosure
2510,3,100.0,"High chance of foreclosure, Unpaid taxes"
2511,5,100.0,High chance of foreclosure
2512,3,100.0,High chance of foreclosure
2513,3,100.0,High chance of foreclosure
2514,8,100.0,High chance of foreclosure
2515,7,99.5,High chance of foreclosure
2516,6,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2517,6,100.0,"High chance of foreclosure, Unpaid taxes"
2518,6,100.0,"High chance of foreclosure, Unpaid taxes"
2519,1,100.0,High chance of foreclosure
2520,4,100.0,"High chance of foreclosure, Unpaid taxes"
2521,3,100.0,"High chance of foreclosure, Unpaid taxes"
2522,7,100.0,"High chance of foreclosure, Unpaid taxes"
2523,4,100.0,"High chance of foreclosure, Unpaid taxes"
2524,3,100.0,"High chance of foreclosure, Unpaid taxes"
2525,2,100.0,"High chance of foreclosure, Unpaid taxes"
2526,0,100.0,"High chance of foreclosure, Unpaid taxes"
2527,2,98.5,High chance of foreclosure
2528,5,100.0,"High chance of foreclosure, Negative equity"
2529,0,100.0,High chance of foreclosure
2530,4,98.5,High chance of foreclosure
2531,4,100.0,"High chance of foreclosure, Unpaid taxes"
2532,6,100.0,High chance of foreclosure
2533,7,100.0,"High chance of foreclosure, Unpaid taxes"
2534,7,100.0,"High chance of foreclosure, Unpaid taxes"
2535,0,100.0,"High chance of foreclosure, Unpaid taxes"
2536,0,100.0,High chance of foreclosure
2537,0,100.0,High chance of foreclosure
2538,8,100.0,"High chance of foreclosure, Unpaid taxes"
2539,0,99.0,High chance of foreclosure
2540,4,100.0,"High chance of foreclosure, Unpaid taxes"
2541,6,100.0,"High chance of foreclosure, Unpaid taxes"
2542,6,100.0,High chance of foreclosure
2543,3,100.0,"High chance of foreclosure, Unpaid taxes"
2544,3,100.0,High chance of foreclosure
2545,5,100.0,High chance of foreclosure
2546,4,100.0,High chance of foreclosure
2547,1,100.0,"High chance of foreclosure, Unpaid taxes"
2548,8,100.0,"High chance of foreclosure, Unpaid taxes"
2549,7,100.0,"High chance of foreclosure, Unpaid taxes"
2550,8,100.0,"High chance of foreclosure, Unpaid taxes"
2551,8,100.0,High chance of foreclosure
2552,6,100.0,"High chance of foreclosure, Unpaid taxes"
2553,5,98.0,High chance of foreclosure
2554,1,100.0,"High chance of foreclosure, Unpaid taxes"
2555,6,100.0,High chance of foreclosure
2556,8,100.0,"High chance of foreclosure, Unpaid taxes"
2557,4,100.0,High chance of foreclosure
2558,7,100.0,High chance of foreclosure
2559,0,100.0,High chance of foreclosure
2560,5,100.0,High chance of foreclosure
2561,4,100.0,"High chance of foreclosure, Unpaid taxes"
2562,8,100.0,"High chance of foreclosure, Unpaid taxes"
2563,2,100.0,"High chance of foreclosure, Unpaid taxes"
2564,2,100.0,"High chance of foreclosure, Unpaid taxes"
2565,7,100.0,High chance of foreclosure
2566,0,100.0,High chance of foreclosure
2567,7,100.0,High chance of foreclosure
2568,7,100.0,High chance of foreclosure
2569,6,100.0,"High chance of foreclosure, Unpaid taxes"
2570,0,100.0,"High chance of foreclosure, Unpaid taxes"
2571,6,100.0,High chance of foreclosure
2572,7,100.0,High chance of foreclosure
2573,1,100.0,"High chance of foreclosure, Unpaid taxes"
2574,0,100.0,High chance of foreclosure
2575,2,100.0,High chance of foreclosure
2576,8,100.0,"High chance of foreclosure, Unpaid taxes"
2577,6,100.0,"High chance of foreclosure, Unpaid taxes"
2578,3,100.0,High chance of foreclosure
2579,3,100.0,"High chance of foreclosure, Unpaid taxes"
2580,5,99.0,"High chance of foreclosure, Negative equity"
2581,8,100.0,High chance of foreclosure
2582,1,100.0,"High chance of foreclosure, Unpaid taxes"
2583,2,100.0,High chance of foreclosure
2584,8,100.0,High chance of foreclosure
2585,8,100.0,High chance of foreclosure
2586,2,100.0,High chance of foreclosure
2587,8,100.0,High chance of foreclosure
2588,6,100.0,"High chance of foreclosure, Negative equity"
2589,3,100.0,High chance of foreclosure
2590,1,100.0,"High chance of foreclosure, Unpaid taxes"
2591,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2592,0,100.0,"High chance of foreclosure, Unpaid taxes"
2593,6,99.5,High chance of foreclosure
2594,1,100.0,"High chance of foreclosure, Unpaid taxes"
2595,2,100.0,High chance of foreclosure
2596,2,100.0,High chance of foreclosure
2597,0,100.0,"High chance of foreclosure, Unpaid taxes"
2598,8,100.0,"High chance of foreclosure, Unpaid taxes"
2599,0,100.0,"High chance of foreclosure, Unpaid taxes"
2600,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2601,8,100.0,High chance of foreclosure
2602,6,100.0,"High chance of foreclosure, Unpaid taxes"
2603,6,100.0,High chance of foreclosure
2604,8,100.0,High chance of foreclosure
2605,6,100.0,High chance of foreclosure
2606,3,99.5,High chance of foreclosure
2607,6,99.5,High chance of foreclosure
2608,4,100.0,"High chance of foreclosure, Unpaid taxes"
2609,3,100.0,High chance of foreclosure
2610,2,100.0,High chance of foreclosure
2611,9,100.0,"High chance of foreclosure, Unpaid taxes"
2612,4,100.0,High chance of foreclosure
2613,5,100.0,High chance of foreclosure
2614,0,100.0,"High chance of foreclosure, Unpaid taxes"
2615,6,100.0,"High chance of foreclosure, Unpaid taxes"
2616,2,100.0,High chance of foreclosure
2617,8,99.5,"High chance of foreclosure, Unpaid taxes"
2618,0,100.0,High chance of foreclosure
2620,1,100.0,High chance of foreclosure
2621,4,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2622,4,100.0,High chance of foreclosure
2623,1,100.0,"High chance of foreclosure, Unpaid taxes"
2624,7,100.0,High chance of foreclosure
2626,3,100.0,High chance of foreclosure
2627,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2628,0,99.5,High chance of foreclosure
2629,8,100.0,"High chance of foreclosure, Negative equity"
2630,7,100.0,High chance of foreclosure
2631,4,100.0,"High chance of foreclosure, Unpaid taxes"
2632,6,100.0,High chance of foreclosure
2633,4,100.0,"High chance of foreclosure, Unpaid taxes"
2634,0,100.0,"High chance of foreclosure, Negative equity"
2635,3,100.0,"High chance of foreclosure, Unpaid taxes"
2636,7,100.0,"High chance of foreclosure, Unpaid taxes"
2637,4,100.0,High chance of foreclosure
2638,1,100.0,"High chance of foreclosure, Negative equity"
2639,0,98.5,High chance of foreclosure
2640,6,100.0,"High chance of foreclosure, Negative equity"
2641,0,100.0,High chance of foreclosure
2642,3,100.0,High chance of foreclosure
2643,3,99.0,High chance of foreclosure
2644,8,99.5,High chance of foreclosure
2645,3,100.0,"High chance of foreclosure, Unpaid taxes"
2646,6,99.0,"High chance of foreclosure, Unpaid taxes"
2647,2,100.0,"High chance of foreclosure, Unpaid taxes"
2648,1,100.0,"High chance of foreclosure, Unpaid taxes"
2649,0,99.5,High chance of foreclosure
2650,4,100.0,"High chance of foreclosure, Unpaid taxes"
2651,6,99.0,"High chance of foreclosure, Unpaid taxes"
2652,9,100.0,"High chance of foreclosure, Unpaid taxes"
2653,9,100.0,"High chance of foreclosure, Unpaid taxes"
2654,2,100.0,"High chance of foreclosure, Negative equity"
2655,7,100.0,"High chance of foreclosure, Unpaid taxes"
2656,6,100.0,"High chance of foreclosure, Negative equity"
2657,2,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2658,4,100.0,High chance of foreclosure
2659,6,100.0,"High chance of foreclosure, Unpaid taxes"
2660,4,100.0,"High chance of foreclosure, Unpaid taxes"
2661,4,100.0,High chance of foreclosure
2662,2,100.0,"High chance of foreclosure, Negative equity"
2663,3,100.0,"High chance of foreclosure, Unpaid taxes"
2664,8,100.0,High chance of foreclosure
2665,7,100.0,"High chance of foreclosure, Unpaid taxes"
2666,7,100.0,High chance of foreclosure
2667,3,100.0,"High chance of foreclosure, Unpaid taxes"
2668,5,100.0,High chance of foreclosure
2669,5,100.0,High chance of foreclosure
2670,7,100.0,"High chance of foreclosure, Unpaid taxes"
2671,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2672,5,100.0,High chance of foreclosure
2673,2,100.0,High chance of foreclosure
2674,3,100.0,"High chance of foreclosure, Negative equity"
2675,0,100.0,"High chance of foreclosure, Negative equity"
2676,3,98.5,High chance of foreclosure
2677,7,100.0,"High chance of foreclosure, Unpaid taxes"
2678,4,100.0,High chance of foreclosure
2679,2,100.0,High chance of foreclosure
2680,1,100.0,"High chance of foreclosure, Negative equity"
2681,1,100.0,High chance of foreclosure
2682,3,100.0,"High chance of foreclosure, Unpaid taxes"
2683,3,100.0,High chance of foreclosure
2684,3,100.0,"High chance of foreclosure, Unpaid taxes"
2685,7,100.0,High chance of foreclosure
2686,7,100.0,High chance of foreclosure
2687,3,100.0,High chance of foreclosure
2688,9,100.0,"High chance of foreclosure, Unpaid taxes"
2689,7,100.0,"High chance of foreclosure, Unpaid taxes"
2690,1,100.0,"High chance of foreclosure, Unpaid taxes"
2691,1,100.0,High chance of foreclosure
2692,5,100.0,High chance of foreclosure
2693,7,100.0,High chance of foreclosure
2694,1,99.5,"High chance of foreclosure, Unpaid taxes"
2695,2,100.0,High chance of foreclosure
2696,0,100.0,High chance of foreclosure
2697,6,100.0,High chance of foreclosure
2698,3,100.0,"High chance of foreclosure, Unpaid taxes"
2699,1,100.0,High chance of foreclosure
2700,9,100.0,High chance of foreclosure
2701,2,100.0,"High chance of foreclosure, Unpaid taxes"
2702,3,100.0,"High chance of foreclosure, Unpaid taxes"
2703,8,100.0,High chance of foreclosure
2704,9,100.0,High chance of foreclosure
2705,8,100.0,High chance of foreclosure
2706,5,100.0,High chance of foreclosure
2707,7,100.0,"High chance of foreclosure, Unpaid taxes"
2708,8,99.5,High chance of foreclosure
2709,3,100.0,High chance of foreclosure
2710,7,99.5,High chance of foreclosure
2711,0,100.0,High chance of foreclosure
2712,0,100.0,High chance of foreclosure
2713,4,100.0,High chance of foreclosure
2714,7,100.0,High chance of foreclosure
2715,5,100.0,High chance of foreclosure
2716,7,100.0,High chance of foreclosure
2717,9,100.0,High chance of foreclosure
2718,7,100.0,"High chance of foreclosure, Unpaid taxes"
2719,5,100.0,"High chance of foreclosure, Unpaid taxes"
2720,3,100.0,High chance of foreclosure
2721,4,100.0,High chance of foreclosure
2722,8,100.0,High chance of foreclosure
2723,0,99.5,High chance of foreclosure
2724,5,100.0,"High chance of foreclosure, Unpaid taxes"
2725,4,97.0,High chance of foreclosure
2726,1,100.0,"High chance of foreclosure, Unpaid taxes"
2727,8,100.0,"High chance of foreclosure, Negative equity"
2728,0,100.0,"High chance of foreclosure, Unpaid taxes"
2729,5,100.0,"High chance of foreclosure, Unpaid taxes"
2730,3,100.0,"High chance of foreclosure, Unpaid taxes"
2731,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2732,7,100.0,High chance of foreclosure
2733,6,100.0,High chance of foreclosure
2734,4,100.0,"High chance of foreclosure, Unpaid taxes"
2735,2,100.0,"High chance of foreclosure, Unpaid taxes"
2736,0,100.0,"High chance of foreclosure, Unpaid taxes"
2737,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2738,5,100.0,"High chance of foreclosure, Unpaid taxes"
2739,4,99.5,High chance of foreclosure
2740,7,100.0,"High chance of foreclosure, Unpaid taxes"
2741,7,100.0,High chance of foreclosure
2742,6,100.0,"High chance of foreclosure, Negative equity"
2743,3,100.0,High chance of foreclosure
2744,3,100.0,High chance of foreclosure
2745,7,100.0,High chance of foreclosure
2746,0,100.0,"High chance of foreclosure, Unpaid taxes"
2747,1,97.5,High chance of foreclosure
2748,1,100.0,"High chance of foreclosure, Unpaid taxes"
2749,9,100.0,"High chance of foreclosure, Unpaid taxes"
2750,8,100.0,High chance of foreclosure
2751,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2752,7,100.0,"High chance of foreclosure, Unpaid taxes"
2753,6,100.0,High chance of foreclosure
2754,7,100.0,"High chance of foreclosure, Negative equity"
2755,0,98.5,"High chance of foreclosure, Negative equity"
2756,5,100.0,"High chance of foreclosure, Unpaid taxes"
2757,9,100.0,High chance of foreclosure
2758,2,100.0,High chance of foreclosure
2759,0,100.0,High chance of foreclosure
2760,6,100.0,"High chance of foreclosure, Unpaid taxes"
2763,3,100.0,High chance of foreclosure
2764,1,100.0,High chance of foreclosure
2765,5,100.0,"High chance of foreclosure, Unpaid taxes"
2766,0,99.5,High chance of foreclosure
2767,1,99.5,High chance of foreclosure
2768,3,100.0,High chance of foreclosure
2769,8,100.0,High chance of foreclosure
2770,3,100.0,"High chance of foreclosure, Unpaid taxes"
2771,7,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2772,6,100.0,"High chance of foreclosure, Unpaid taxes"
2773,7,100.0,"High chance of foreclosure, Unpaid taxes"
2774,8,99.0,High chance of foreclosure
2775,3,100.0,High chance of foreclosure
2776,2,100.0,High chance of foreclosure
2777,1,100.0,"High chance of foreclosure, Negative equity"
2778,7,100.0,High chance of foreclosure
2779,2,100.0,"High chance of foreclosure, Unpaid taxes"
2780,9,100.0,High chance of foreclosure
2781,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2782,9,100.0,"High chance of foreclosure, Unpaid taxes"
2783,4,100.0,"High chance of foreclosure, Unpaid taxes"
2784,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2785,6,100.0,"High chance of foreclosure, Unpaid taxes"
2786,0,100.0,High chance of foreclosure
2787,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2788,6,100.0,High chance of foreclosure
2789,3,100.0,High chance of foreclosure
2790,9,100.0,High chance of foreclosure
2791,4,100.0,"High chance of foreclosure, Unpaid taxes"
2792,5,98.5,High chance of foreclosure
2793,2,98.5,"High chance of foreclosure, Unpaid taxes"
2794,4,100.0,"High chance of foreclosure, Unpaid taxes"
2796,8,100.0,High chance of foreclosure
2797,8,100.0,"High chance of foreclosure, Unpaid taxes"
2798,7,100.0,"High chance of foreclosure, Unpaid taxes"
2799,7,100.0,"High chance of foreclosure, Unpaid taxes"
2800,3,100.0,"High chance of foreclosure, Unpaid taxes"
2801,9,100.0,"High chance of foreclosure, Unpaid taxes"
2802,0,100.0,High chance of foreclosure
2803,3,100.0,High chance of foreclosure
2804,4,100.0,High chance of foreclosure
2805,7,99.5,High chance of foreclosure
2806,7,100.0,High chance of foreclosure
2807,8,100.0,"High chance of foreclosure, Unpaid taxes"
2808,2,100.0,High chance of foreclosure
2809,7,100.0,"High chance of foreclosure, Unpaid taxes"
2810,8,100.0,High chance of foreclosure
2811,7,100.0,"High chance of foreclosure, Unpaid taxes"
2812,1,100.0,"High chance of foreclosure, Unpaid taxes"
2813,4,99.5,High chance of foreclosure
2814,0,100.0,"High chance of foreclosure, Unpaid taxes"
2815,2,100.0,High chance of foreclosure
2816,5,100.0,"High chance of foreclosure, Unpaid taxes"
2817,2,99.5,"High chance of foreclosure, Unpaid taxes"
2818,3,100.0,High chance of foreclosure
2819,2,100.0,"High chance of foreclosure, Negative equity"
2820,6,100.0,High chance of foreclosure
2821,8,100.0,High chance of foreclosure
2822,0,100.0,"High chance of foreclosure, Unpaid taxes"
2823,2,100.0,"High chance of foreclosure, Unpaid taxes"
2824,9,100.0,High chance of foreclosure
2825,6,100.0,"High chance of foreclosure, Unpaid taxes"
2826,1,100.0,High chance of foreclosure
2827,0,100.0,"High chance of foreclosure, Unpaid taxes"
2828,7,100.0,"High chance of foreclosure, Unpaid taxes"
2829,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2830,5,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2831,4,100.0,High chance of foreclosure
2832,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2833,7,100.0,"High chance of foreclosure, Unpaid taxes"
2834,5,100.0,High chance of foreclosure
2835,9,100.0,"High chance of foreclosure, Unpaid taxes"
2836,9,100.0,"High chance of foreclosure, Unpaid taxes"
2837,5,100.0,High chance of foreclosure
2838,4,100.0,High chance of foreclosure
2839,9,100.0,High chance of foreclosure
2840,2,100.0,"High chance of foreclosure, Unpaid taxes"
2841,4,100.0,High chance of foreclosure
2842,2,100.0,"High chance of foreclosure, Unpaid taxes"
2843,2,100.0,High chance of foreclosure
2844,2,100.0,High chance of foreclosure
2845,5,100.0,"High chance of foreclosure, Unpaid taxes"
2846,6,100.0,"High chance of foreclosure, Unpaid taxes"
2847,5,100.0,"High chance of foreclosure, Unpaid taxes"
2848,3,100.0,High chance of foreclosure
2849,9,100.0,"High chance of foreclosure, Negative equity"
2850,0,100.0,High chance of foreclosure
2851,4,100.0,High chance of foreclosure
2852,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2853,3,100.0,"High chance of foreclosure, Unpaid taxes"
2854,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2855,3,100.0,"High chance of foreclosure, Unpaid taxes"
2856,7,99.5,High chance of foreclosure
2857,9,91.0,"High chance of foreclosure, Negative equity"
2858,0,100.0,"High chance of foreclosure, Negative equity"
2859,4,100.0,"High chance of foreclosure, Unpaid taxes"
2860,1,100.0,High chance of foreclosure
2861,0,100.0,"High chance of foreclosure, Unpaid taxes"
2862,0,100.0,High chance of foreclosure
2863,8,100.0,"High chance of foreclosure, Negative equity"
2864,8,100.0,"High chance of foreclosure, Unpaid taxes"
2865,1,100.0,High chance of foreclosure
2866,7,100.0,"High chance of foreclosure, Unpaid taxes"
2867,5,99.5,High chance of foreclosure
2868,6,100.0,"High chance of foreclosure, Unpaid taxes"
2869,3,100.0,High chance of foreclosure
2870,9,100.0,High chance of foreclosure
2871,7,100.0,"High chance of foreclosure, Unpaid taxes"
2872,2,100.0,High chance of foreclosure
2873,1,100.0,"High chance of foreclosure, Negative equity"
2874,0,100.0,"High chance of foreclosure, Unpaid taxes"
2875,0,100.0,"High chance of foreclosure, Unpaid taxes"
2876,8,100.0,High chance of foreclosure
2877,3,100.0,High chance of foreclosure
2878,5,100.0,"High chance of foreclosure, Unpaid taxes"
2879,2,100.0,"High chance of foreclosure, Unpaid taxes"
2880,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2881,4,100.0,"High chance of foreclosure, Negative equity"
2882,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2883,9,100.0,High chance of foreclosure
2884,3,100.0,"High chance of foreclosure, Unpaid taxes"
2885,2,100.0,"High chance of foreclosure, Unpaid taxes"
2886,2,100.0,High chance of foreclosure
2887,9,100.0,"High chance of foreclosure, Unpaid taxes"
2888,6,99.0,High chance of foreclosure
2889,4,100.0,High chance of foreclosure
2890,1,100.0,"High chance of foreclosure, Unpaid taxes"
2891,9,100.0,"High chance of foreclosure, Unpaid taxes"
2892,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2893,1,100.0,"High chance of foreclosure, Unpaid taxes"
2894,2,100.0,High chance of foreclosure
2895,5,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2896,5,100.0,High chance of foreclosure
2897,0,100.0,"High chance of foreclosure, Unpaid taxes"
2898,3,100.0,High chance of foreclosure
2899,5,100.0,"High chance of foreclosure, Unpaid taxes"
2900,3,100.0,"High chance of foreclosure, Unpaid taxes"
2901,6,100.0,"High chance of foreclosure, Unpaid taxes"
2902,1,100.0,"High chance of foreclosure, Unpaid taxes"
2903,8,100.0,"High chance of foreclosure, Unpaid taxes"
2904,9,100.0,"High chance of foreclosure, Unpaid taxes"
2905,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2906,0,100.0,"High chance of foreclosure, Unpaid taxes"
2907,5,100.0,High chance of foreclosure
2908,0,100.0,"High chance of foreclosure, Unpaid taxes"
2909,3,100.0,"High chance of foreclosure, Unpaid taxes"
2910,4,100.0,"High chance of foreclosure, Unpaid taxes"
2911,3,100.0,"High chance of foreclosure, Unpaid taxes"
2912,6,99.5,High chance of foreclosure
2913,2,100.0,"High chance of foreclosure, Unpaid taxes"
2914,2,100.0,High chance of foreclosure
2915,1,100.0,"High chance of foreclosure, Unpaid taxes"
2916,8,100.0,"High chance of foreclosure, Unpaid taxes"
2917,7,100.0,"High chance of foreclosure, Unpaid taxes"
2918,8,100.0,"High chance of foreclosure, Unpaid taxes"
2919,1,100.0,High chance of foreclosure
2920,6,100.0,"High chance of foreclosure, Negative equity"
2921,0,100.0,High chance of foreclosure
2922,1,100.0,High chance of foreclosure
2923,0,100.0,High chance of foreclosure
2924,0,99.0,High chance of foreclosure
2925,6,100.0,High chance of foreclosure
2926,8,100.0,High chance of foreclosure
2927,6,99.5,"High chance of foreclosure, Unpaid taxes"
2928,3,100.0,"High chance of foreclosure, Unpaid taxes"
2929,3,100.0,High chance of foreclosure
2930,1,100.0,"High chance of foreclosure, Unpaid taxes"
2931,6,95.5,High chance of foreclosure
2932,1,100.0,High chance of foreclosure
2933,2,100.0,"High chance of foreclosure, Unpaid taxes"
2934,3,100.0,"High chance of foreclosure, Negative equity"
2935,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2936,4,100.0,High chance of foreclosure
2937,1,100.0,"High chance of foreclosure, Unpaid taxes"
2938,3,100.0,High chance of foreclosure
2939,2,100.0,High chance of foreclosure
2940,5,100.0,High chance of foreclosure
2941,6,100.0,"High chance of foreclosure, Unpaid taxes"
2942,6,100.0,"High chance of foreclosure, Unpaid taxes"
2943,4,100.0,"High chance of foreclosure, Unpaid taxes"
2944,1,100.0,"High chance of foreclosure, Unpaid taxes"
2946,0,100.0,High chance of foreclosure
2947,7,99.5,High chance of foreclosure
2948,3,100.0,High chance of foreclosure
2949,7,99.5,"High chance of foreclosure, Unpaid taxes"
2950,1,100.0,"High chance of foreclosure, Unpaid taxes"
2951,7,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
2952,0,100.0,High chance of foreclosure
2953,3,100.0,"High chance of foreclosure, Unpaid taxes"
2954,4,100.0,High chance of foreclosure
2955,3,100.0,"High chance of foreclosure, Unpaid taxes"
2956,9,100.0,"High chance of foreclosure, Unpaid taxes"
2957,0,100.0,High chance of foreclosure
2958,2,100.0,High chance of foreclosure
2959,2,100.0,High chance of foreclosure
